"","treatment","block.id","block.size"
"132",1,"high7.033",4
"133",1,"high7.034",4
"134",1,"high7.034",4
"135",0,"high7.034",4
"136",0,"high7.034",4
"137",0,"high7.035",4
"138",0,"high7.035",4
"139",1,"high7.035",4
"140",1,"high7.035",4
"141",1,"high7.036",4
"142",0,"high7.036",4
"143",0,"high7.036",4
"144",1,"high7.036",4
"145",1,"high7.037",4
"146",1,"high7.037",4
"147",0,"high7.037",4
"148",0,"high7.037",4
"149",1,"high7.038",4
"150",1,"high7.038",4
"151",0,"high7.038",4
"152",0,"high7.038",4
"153",0,"high7.039",4
"154",0,"high7.039",4
"155",1,"high7.039",4
"156",1,"high7.039",4
"157",0,"high7.040",4
"158",1,"high7.040",4
"159",1,"high7.040",4
"160",0,"high7.040",4
"161",1,"high7.041",4
"162",0,"high7.041",4
"163",0,"high7.041",4
"164",1,"high7.041",4
"165",1,"high7.042",4
"166",1,"high7.042",4
"167",0,"high7.042",4
"168",0,"high7.042",4
"169",0,"high7.043",4
"170",1,"high7.043",4
"171",1,"high7.043",4
"172",0,"high7.043",4
"173",0,"high7.044",4
"174",0,"high7.044",4
"175",1,"high7.044",4
"176",1,"high7.044",4
"177",1,"high7.045",4
"178",0,"high7.045",4
"179",1,"high7.045",4
"180",0,"high7.045",4
"181",1,"high7.046",4
"182",0,"high7.046",4
"183",0,"high7.046",4
"184",1,"high7.046",4
"185",0,"high7.047",4
"186",1,"high7.047",4
"187",0,"high7.047",4
"188",1,"high7.047",4
"189",0,"high7.048",4
"190",0,"high7.048",4
"191",1,"high7.048",4
"192",1,"high7.048",4
"193",0,"high7.049",4
"194",1,"high7.049",4
"195",1,"high7.049",4
"196",0,"high7.049",4
"197",0,"high7.050",4
"198",1,"high7.050",4
"199",0,"high7.050",4
"200",1,"high7.050",4
"201",1,"high7.051",4
"202",1,"high7.051",4
"203",0,"high7.051",4
"204",0,"high7.051",4
"205",0,"high7.052",4
"206",1,"high7.052",4
"207",1,"high7.052",4
"208",0,"high7.052",4
"209",0,"high7.053",4
"210",1,"high7.053",4
"211",1,"high7.053",4
"212",0,"high7.053",4
"213",0,"high7.054",4
"214",1,"high7.054",4
"215",1,"high7.054",4
"216",0,"high7.054",4
"217",1,"high7.055",4
"218",0,"high7.055",4
"219",1,"high7.055",4
"220",0,"high7.055",4
"221",0,"high7.056",4
"222",1,"high7.056",4
"223",1,"high7.056",4
"224",0,"high7.056",4
"225",0,"high7.057",4
"226",1,"high7.057",4
"227",1,"high7.057",4
"228",0,"high7.057",4
"229",0,"high7.058",4
"230",0,"high7.058",4
"231",1,"high7.058",4
"232",1,"high7.058",4
"233",1,"high7.059",4
"234",0,"high7.059",4
"235",1,"high7.059",4
"236",0,"high7.059",4
"237",0,"high7.060",4
"238",1,"high7.060",4
"239",1,"high7.060",4
"240",0,"high7.060",4
"241",0,"high7.061",4
"242",0,"high7.061",4
"243",1,"high7.061",4
"244",1,"high7.061",4
"245",1,"high7.062",4
"246",0,"high7.062",4
"247",1,"high7.062",4
"248",0,"high7.062",4
"249",0,"high7.063",4
"250",1,"high7.063",4
"251",1,"high7.063",4
"252",0,"high7.063",4
"253",1,"high7.064",4
"254",1,"high7.064",4
"255",0,"high7.064",4
"256",0,"high7.064",4
"257",0,"high7.065",4
"258",1,"high7.065",4
"259",1,"high7.065",4
"260",0,"high7.065",4
"261",1,"high7.066",4
"262",0,"high7.066",4
"263",0,"high7.066",4
"264",1,"high7.066",4
"265",0,"high7.067",4
"266",1,"high7.067",4
"267",0,"high7.067",4
"268",1,"high7.067",4
"269",1,"high7.068",4
"270",0,"high7.068",4
"271",0,"high7.068",4
"272",1,"high7.068",4
"273",0,"high7.069",4
"274",0,"high7.069",4
"275",1,"high7.069",4
"276",1,"high7.069",4
"277",1,"high7.070",4
"278",0,"high7.070",4
"279",0,"high7.070",4
"280",1,"high7.070",4
"281",0,"high7.071",4
"282",1,"high7.071",4
"283",1,"high7.071",4
"284",0,"high7.071",4
"285",1,"high7.072",4
"286",0,"high7.072",4
"287",0,"high7.072",4
"288",1,"high7.072",4
"289",1,"high7.073",4
"290",0,"high7.073",4
"291",0,"high7.073",4
"292",1,"high7.073",4
"293",1,"high7.074",4
"294",1,"high7.074",4
"295",0,"high7.074",4
"296",0,"high7.074",4
"297",0,"high7.075",4
"298",0,"high7.075",4
"299",1,"high7.075",4
"300",1,"high7.075",4
"301",1,"high7.076",4
"302",0,"high7.076",4
"303",0,"high7.076",4
"304",1,"high7.076",4
"305",1,"high7.077",4
"306",1,"high7.077",4
"307",0,"high7.077",4
"308",0,"high7.077",4
"309",1,"high7.078",4
"310",0,"high7.078",4
"311",1,"high7.078",4
"312",0,"high7.078",4
"313",1,"high7.079",4
"314",0,"high7.079",4
"315",1,"high7.079",4
"316",0,"high7.079",4
"317",1,"high7.080",4
"318",0,"high7.080",4
"319",1,"high7.080",4
"320",0,"high7.080",4
"321",1,"high7.081",4
"322",0,"high7.081",4
"323",0,"high7.081",4
"324",1,"high7.081",4
"325",0,"high7.082",4
"326",1,"high7.082",4
"327",1,"high7.082",4
"328",0,"high7.082",4
"329",0,"high7.083",4
"330",0,"high7.083",4
"331",1,"high7.083",4
"332",1,"high7.083",4
"333",1,"high7.084",4
"334",1,"high7.084",4
"335",0,"high7.084",4
"336",0,"high7.084",4
"337",1,"high7.085",4
"338",0,"high7.085",4
"339",0,"high7.085",4
"340",1,"high7.085",4
"341",0,"high7.086",4
"342",1,"high7.086",4
"343",0,"high7.086",4
"344",1,"high7.086",4
"345",1,"high7.087",4
"346",1,"high7.087",4
"347",0,"high7.087",4
"348",0,"high7.087",4
"349",1,"high7.088",4
"350",0,"high7.088",4
"351",0,"high7.088",4
"352",1,"high7.088",4
"353",1,"high7.089",4
"354",1,"high7.089",4
"355",0,"high7.089",4
"356",0,"high7.089",4
"357",1,"high7.090",4
"358",0,"high7.090",4
"359",0,"high7.090",4
"360",1,"high7.090",4
"361",0,"high7.091",4
"362",1,"high7.091",4
"363",1,"high7.091",4
"364",0,"high7.091",4
"365",1,"high7.092",4
"366",0,"high7.092",4
"367",1,"high7.092",4
"368",0,"high7.092",4
"369",0,"high7.093",4
"370",1,"high7.093",4
"371",0,"high7.093",4
"372",1,"high7.093",4
"373",1,"high7.094",4
"374",1,"high7.094",4
"375",0,"high7.094",4
"376",0,"high7.094",4
"377",1,"high7.095",4
"378",1,"high7.095",4
"379",0,"high7.095",4
"380",0,"high7.095",4
"381",0,"high7.096",4
"382",1,"high7.096",4
"383",1,"high7.096",4
"384",0,"high7.096",4
"385",0,"high7.097",4
"386",1,"high7.097",4
"387",0,"high7.097",4
"388",1,"high7.097",4
"389",1,"high7.098",4
"390",0,"high7.098",4
"391",0,"high7.098",4
"392",1,"high7.098",4
"393",1,"high7.099",4
"394",0,"high7.099",4
"395",0,"high7.099",4
"396",1,"high7.099",4
"397",1,"high7.100",4
"398",0,"high7.100",4
"399",0,"high7.100",4
"400",1,"high7.100",4
"401",1,"high7.101",4
"402",1,"high7.101",4
"403",0,"high7.101",4
"404",0,"high7.101",4
"405",1,"high7.102",4
"406",0,"high7.102",4
"407",1,"high7.102",4
"408",0,"high7.102",4
"409",0,"high7.103",4
"410",0,"high7.103",4
"411",1,"high7.103",4
"412",1,"high7.103",4
"413",1,"high7.104",4
"414",0,"high7.104",4
"415",0,"high7.104",4
"416",1,"high7.104",4
"417",0,"high7.105",4
"418",1,"high7.105",4
"419",1,"high7.105",4
"420",0,"high7.105",4
"421",0,"high7.106",4
"422",1,"high7.106",4
"423",1,"high7.106",4
"424",0,"high7.106",4
"425",1,"high7.107",4
"426",1,"high7.107",4
"427",0,"high7.107",4
"428",0,"high7.107",4
"429",0,"high7.108",4
"430",1,"high7.108",4
"431",1,"high7.108",4
"432",0,"high7.108",4
"433",1,"high7.109",4
"434",0,"high7.109",4
"435",0,"high7.109",4
"436",1,"high7.109",4
"437",0,"high7.110",4
"438",1,"high7.110",4
"439",1,"high7.110",4
"440",0,"high7.110",4
"441",0,"high7.111",4
"442",1,"high7.111",4
"443",0,"high7.111",4
"444",1,"high7.111",4
"445",0,"high7.112",4
"446",0,"high7.112",4
"447",1,"high7.112",4
"448",1,"high7.112",4
"449",1,"high7.113",4
"450",0,"high7.113",4
"451",0,"high7.113",4
"452",1,"high7.113",4
"453",1,"high7.114",4
"454",1,"high7.114",4
"455",0,"high7.114",4
"456",0,"high7.114",4
"457",1,"high7.115",4
"458",0,"high7.115",4
"459",1,"high7.115",4
"460",0,"high7.115",4
"461",0,"high7.116",4
"462",0,"high7.116",4
"463",1,"high7.116",4
"464",1,"high7.116",4
"465",0,"high7.117",4
"466",1,"high7.117",4
"467",1,"high7.117",4
"468",0,"high7.117",4
"469",1,"high7.118",4
"470",0,"high7.118",4
"471",0,"high7.118",4
"472",1,"high7.118",4
"473",1,"high7.119",4
"474",1,"high7.119",4
"475",0,"high7.119",4
"476",0,"high7.119",4
"477",0,"high7.120",4
"478",1,"high7.120",4
"479",0,"high7.120",4
"480",1,"high7.120",4
"481",0,"high7.121",4
"482",0,"high7.121",4
"483",1,"high7.121",4
"484",1,"high7.121",4
"485",1,"high7.122",4
"486",0,"high7.122",4
"487",0,"high7.122",4
"488",1,"high7.122",4
"489",0,"high7.123",4
"490",1,"high7.123",4
"491",1,"high7.123",4
"492",0,"high7.123",4
"493",1,"high7.124",4
"494",1,"high7.124",4
"495",0,"high7.124",4
"496",0,"high7.124",4
"497",0,"high7.125",4
"498",1,"high7.125",4
"499",0,"high7.125",4
"500",1,"high7.125",4
"501",1,"high7.126",4
"502",0,"high7.126",4
"503",1,"high7.126",4
"504",0,"high7.126",4
"505",0,"high7.127",4
"506",0,"high7.127",4
"507",1,"high7.127",4
"508",1,"high7.127",4
"509",1,"high7.128",4
"510",0,"high7.128",4
"511",0,"high7.128",4
"512",1,"high7.128",4
"513",1,"high7.129",4
"514",0,"high7.129",4
"515",1,"high7.129",4
"516",0,"high7.129",4
"517",1,"high7.130",4
"518",0,"high7.130",4
"519",1,"high7.130",4
"520",0,"high7.130",4
"521",0,"high7.131",4
"522",1,"high7.131",4
"523",1,"high7.131",4
"524",0,"high7.131",4
"525",0,"high7.132",4
"526",1,"high7.132",4
"527",1,"high7.132",4
"528",0,"high7.132",4
"529",1,"high7.133",4
"530",1,"high7.133",4
"531",0,"high7.133",4
"532",0,"high7.133",4
"533",0,"high7.134",4
"534",1,"high7.134",4
"535",0,"high7.134",4
"536",1,"high7.134",4
"537",1,"high7.135",4
"538",0,"high7.135",4
"539",1,"high7.135",4
"540",0,"high7.135",4
"541",0,"high7.136",4
"542",1,"high7.136",4
"543",0,"high7.136",4
"544",1,"high7.136",4
"545",1,"high7.137",4
"546",0,"high7.137",4
"547",0,"high7.137",4
"548",1,"high7.137",4
"549",0,"high7.138",4
"550",1,"high7.138",4
"551",1,"high7.138",4
"552",0,"high7.138",4
"553",1,"high7.139",4
"554",0,"high7.139",4
"555",1,"high7.139",4
"556",0,"high7.139",4
"557",1,"high7.140",4
"558",0,"high7.140",4
"559",0,"high7.140",4
"560",1,"high7.140",4
"561",1,"high7.141",4
"562",0,"high7.141",4
"563",1,"high7.141",4
"564",0,"high7.141",4
"565",1,"high7.142",4
"566",1,"high7.142",4
"567",0,"high7.142",4
"568",0,"high7.142",4
"569",0,"high7.143",4
"570",0,"high7.143",4
"571",1,"high7.143",4
"572",1,"high7.143",4
"573",1,"high7.144",4
"574",0,"high7.144",4
"575",1,"high7.144",4
"576",0,"high7.144",4
"577",0,"high7.145",4
"578",0,"high7.145",4
"579",1,"high7.145",4
"580",1,"high7.145",4
"581",1,"high7.146",4
"582",1,"high7.146",4
"583",0,"high7.146",4
"584",0,"high7.146",4
"585",0,"high7.147",4
"586",1,"high7.147",4
"587",0,"high7.147",4
"588",1,"high7.147",4
"589",1,"high7.148",4
"590",0,"high7.148",4
"591",1,"high7.148",4
"592",0,"high7.148",4
"593",0,"high7.149",4
"594",1,"high7.149",4
"595",0,"high7.149",4
"596",1,"high7.149",4
"597",1,"high7.150",4
"598",1,"high7.150",4
"599",0,"high7.150",4
"600",0,"high7.150",4
"601",1,"high7.151",4
"602",1,"high7.151",4
"603",0,"high7.151",4
"604",0,"high7.151",4
"605",1,"high7.152",4
"606",0,"high7.152",4
"607",1,"high7.152",4
"608",0,"high7.152",4
"609",0,"high7.153",4
"610",1,"high7.153",4
"611",1,"high7.153",4
"612",0,"high7.153",4
"613",0,"high7.154",4
"614",1,"high7.154",4
"615",1,"high7.154",4
"616",0,"high7.154",4
"617",0,"high7.155",4
"618",0,"high7.155",4
"619",1,"high7.155",4
"620",1,"high7.155",4
"621",0,"high7.156",4
"622",1,"high7.156",4
"623",0,"high7.156",4
"624",1,"high7.156",4
"625",0,"high7.157",4
"626",1,"high7.157",4
"627",0,"high7.157",4
"628",1,"high7.157",4
"629",0,"high7.158",4
"630",0,"high7.158",4
"631",1,"high7.158",4
"632",1,"high7.158",4
"633",0,"high7.159",4
"634",0,"high7.159",4
"635",1,"high7.159",4
"636",1,"high7.159",4
"637",1,"high7.160",4
"638",1,"high7.160",4
"639",0,"high7.160",4
"640",0,"high7.160",4
"641",1,"high7.161",4
"642",0,"high7.161",4
"643",1,"high7.161",4
"644",0,"high7.161",4
"645",0,"high7.162",4
"646",1,"high7.162",4
"647",0,"high7.162",4
"648",1,"high7.162",4
"649",0,"high7.163",4
"650",1,"high7.163",4
"651",1,"high7.163",4
"652",0,"high7.163",4
"653",0,"high7.164",4
"654",1,"high7.164",4
"655",1,"high7.164",4
"656",0,"high7.164",4
"657",0,"high7.165",4
"658",1,"high7.165",4
"659",1,"high7.165",4
"660",0,"high7.165",4
"661",1,"high7.166",4
"662",0,"high7.166",4
"663",0,"high7.166",4
"664",1,"high7.166",4
"665",1,"high7.167",4
"666",0,"high7.167",4
"667",0,"high7.167",4
"668",1,"high7.167",4
"669",1,"high7.168",4
"670",0,"high7.168",4
"671",1,"high7.168",4
"672",0,"high7.168",4
"673",0,"high7.169",4
"674",1,"high7.169",4
"675",0,"high7.169",4
"676",1,"high7.169",4
"677",0,"high7.170",4
"678",1,"high7.170",4
"679",0,"high7.170",4
"680",1,"high7.170",4
"681",0,"high7.171",4
"682",1,"high7.171",4
"683",0,"high7.171",4
"684",1,"high7.171",4
"685",1,"high7.172",4
"686",1,"high7.172",4
"687",0,"high7.172",4
"688",0,"high7.172",4
"689",0,"high7.173",4
"690",0,"high7.173",4
"691",1,"high7.173",4
"692",1,"high7.173",4
"693",1,"high7.174",4
"694",0,"high7.174",4
"695",0,"high7.174",4
"696",1,"high7.174",4
"697",1,"high7.175",4
"698",1,"high7.175",4
"699",0,"high7.175",4
"700",0,"high7.175",4
"701",0,"high7.176",4
"702",0,"high7.176",4
"703",1,"high7.176",4
"704",1,"high7.176",4
"705",1,"high7.177",4
"706",0,"high7.177",4
"707",0,"high7.177",4
"708",1,"high7.177",4
"709",0,"high7.178",4
"710",0,"high7.178",4
"711",1,"high7.178",4
"712",1,"high7.178",4
"713",1,"high7.179",4
"714",0,"high7.179",4
"715",0,"high7.179",4
"716",1,"high7.179",4
"717",0,"high7.180",4
"718",0,"high7.180",4
"719",1,"high7.180",4
"720",1,"high7.180",4
"721",0,"high7.181",4
"722",0,"high7.181",4
"723",1,"high7.181",4
"724",1,"high7.181",4
"725",0,"high7.182",4
"726",1,"high7.182",4
"727",0,"high7.182",4
"728",1,"high7.182",4
"729",0,"high7.183",4
"730",1,"high7.183",4
"731",1,"high7.183",4
"732",0,"high7.183",4
"733",0,"high7.184",4
"734",1,"high7.184",4
"735",1,"high7.184",4
"736",0,"high7.184",4
"737",0,"high7.185",4
"738",1,"high7.185",4
"739",1,"high7.185",4
"740",0,"high7.185",4
"741",1,"high7.186",4
"742",0,"high7.186",4
"743",0,"high7.186",4
"744",1,"high7.186",4
"745",0,"high7.187",4
"746",0,"high7.187",4
"747",1,"high7.187",4
"748",1,"high7.187",4
"749",1,"high7.188",4
"750",1,"high7.188",4
"751",0,"high7.188",4
"752",0,"high7.188",4
"753",1,"high7.189",4
"754",1,"high7.189",4
"755",0,"high7.189",4
"756",0,"high7.189",4
"757",1,"high7.190",4
"758",0,"high7.190",4
"759",0,"high7.190",4
"760",1,"high7.190",4
"761",0,"high7.191",4
"762",0,"high7.191",4
"763",1,"high7.191",4
"764",1,"high7.191",4
"765",1,"high7.192",4
"766",0,"high7.192",4
"767",0,"high7.192",4
"768",1,"high7.192",4
"769",0,"high7.193",4
"770",1,"high7.193",4
"771",1,"high7.193",4
"772",0,"high7.193",4
"773",0,"high7.194",4
"774",1,"high7.194",4
"775",0,"high7.194",4
"776",1,"high7.194",4
"777",1,"high7.195",4
"778",0,"high7.195",4
"779",1,"high7.195",4
"780",0,"high7.195",4
"781",0,"high7.196",4
"782",1,"high7.196",4
"783",1,"high7.196",4
"784",0,"high7.196",4
"785",0,"high7.197",4
"786",1,"high7.197",4
"787",0,"high7.197",4
"788",1,"high7.197",4
"789",1,"high7.198",4
"790",0,"high7.198",4
"791",1,"high7.198",4
"792",0,"high7.198",4
"793",0,"high7.199",4
"794",0,"high7.199",4
"795",1,"high7.199",4
"796",1,"high7.199",4
"797",1,"high7.200",4
"798",0,"high7.200",4
"799",0,"high7.200",4
"800",1,"high7.200",4
"801",1,"high7.201",4
"802",0,"high7.201",4
"803",0,"high7.201",4
"804",1,"high7.201",4
"805",1,"high7.202",4
"806",1,"high7.202",4
"807",0,"high7.202",4
"808",0,"high7.202",4
"809",1,"high7.203",4
"810",0,"high7.203",4
"811",1,"high7.203",4
"812",0,"high7.203",4
"813",0,"high7.204",4
"814",1,"high7.204",4
"815",0,"high7.204",4
"816",1,"high7.204",4
"817",0,"high7.205",4
"818",0,"high7.205",4
"819",1,"high7.205",4
"820",1,"high7.205",4
"821",1,"high7.206",4
"822",0,"high7.206",4
"823",0,"high7.206",4
"824",1,"high7.206",4
"825",1,"high7.207",4
"826",0,"high7.207",4
"827",1,"high7.207",4
"828",0,"high7.207",4
"829",0,"high7.208",4
"830",0,"high7.208",4
"831",1,"high7.208",4
"832",1,"high7.208",4
"833",1,"high7.209",4
"834",0,"high7.209",4
"835",1,"high7.209",4
"836",0,"high7.209",4
"837",1,"high7.210",4
"838",1,"high7.210",4
"839",0,"high7.210",4
"840",0,"high7.210",4
"841",1,"high7.211",4
"842",0,"high7.211",4
"843",1,"high7.211",4
"844",0,"high7.211",4
"845",1,"high7.212",4
"846",0,"high7.212",4
"847",0,"high7.212",4
"848",1,"high7.212",4
"849",0,"high7.213",4
"850",1,"high7.213",4
"851",1,"high7.213",4
"852",0,"high7.213",4
"853",1,"high7.214",4
"854",1,"high7.214",4
"855",0,"high7.214",4
"856",0,"high7.214",4
"857",0,"high7.215",4
"858",1,"high7.215",4
"859",0,"high7.215",4
"860",1,"high7.215",4
"861",1,"high7.216",4
"862",0,"high7.216",4
"863",0,"high7.216",4
"864",1,"high7.216",4
"865",1,"high7.217",4
"866",0,"high7.217",4
"867",1,"high7.217",4
"868",0,"high7.217",4
"869",1,"high7.218",4
"870",0,"high7.218",4
"871",0,"high7.218",4
"872",1,"high7.218",4
"873",1,"high7.219",4
"874",0,"high7.219",4
"875",1,"high7.219",4
"876",0,"high7.219",4
"877",1,"high7.220",4
"878",0,"high7.220",4
"879",1,"high7.220",4
"880",0,"high7.220",4
"881",1,"high7.221",4
"882",0,"high7.221",4
"883",1,"high7.221",4
"884",0,"high7.221",4
"885",1,"high7.222",4
"886",0,"high7.222",4
"887",0,"high7.222",4
"888",1,"high7.222",4
"889",0,"high7.223",4
"890",0,"high7.223",4
"891",1,"high7.223",4
"892",1,"high7.223",4
"893",0,"high7.224",4
"894",1,"high7.224",4
"895",1,"high7.224",4
"896",0,"high7.224",4
"897",0,"high7.225",4
"898",1,"high7.225",4
"899",1,"high7.225",4
"900",0,"high7.225",4
"901",1,"high7.226",4
"902",1,"high7.226",4
"903",0,"high7.226",4
"904",0,"high7.226",4
"905",1,"high7.227",4
"906",1,"high7.227",4
"907",0,"high7.227",4
"908",0,"high7.227",4
"909",1,"high7.228",4
"910",0,"high7.228",4
"911",0,"high7.228",4
"912",1,"high7.228",4
"913",0,"high7.229",4
"914",0,"high7.229",4
"915",1,"high7.229",4
"916",1,"high7.229",4
"917",1,"high7.230",4
"918",0,"high7.230",4
"919",0,"high7.230",4
"920",1,"high7.230",4
"921",0,"high7.231",4
"922",1,"high7.231",4
"923",1,"high7.231",4
"924",0,"high7.231",4
"925",0,"high7.232",4
"926",1,"high7.232",4
"927",0,"high7.232",4
"928",1,"high7.232",4
"929",0,"high7.233",4
"930",0,"high7.233",4
"931",1,"high7.233",4
"932",1,"high7.233",4
"933",1,"high7.234",4
"934",0,"high7.234",4
"935",0,"high7.234",4
"936",1,"high7.234",4
"937",1,"high7.235",4
"938",0,"high7.235",4
"939",1,"high7.235",4
"940",0,"high7.235",4
"941",1,"high7.236",4
"942",0,"high7.236",4
"943",1,"high7.236",4
"944",0,"high7.236",4
"945",1,"high7.237",4
"946",0,"high7.237",4
"947",1,"high7.237",4
"948",0,"high7.237",4
"949",1,"high7.238",4
"950",0,"high7.238",4
"951",1,"high7.238",4
"952",0,"high7.238",4
"953",0,"high7.239",4
"954",1,"high7.239",4
"955",1,"high7.239",4
"956",0,"high7.239",4
"957",1,"high7.240",4
"958",0,"high7.240",4
"959",0,"high7.240",4
"960",1,"high7.240",4
"961",0,"high7.241",4
"962",0,"high7.241",4
"963",1,"high7.241",4
"964",1,"high7.241",4
"965",1,"high7.242",4
"966",0,"high7.242",4
"967",0,"high7.242",4
"968",1,"high7.242",4
"969",1,"high7.243",4
"970",0,"high7.243",4
"971",1,"high7.243",4
"972",0,"high7.243",4
"973",0,"high7.244",4
"974",0,"high7.244",4
"975",1,"high7.244",4
"976",1,"high7.244",4
"977",1,"high7.245",4
"978",0,"high7.245",4
"979",0,"high7.245",4
"980",1,"high7.245",4
"981",0,"high7.246",4
"982",1,"high7.246",4
"983",0,"high7.246",4
"984",1,"high7.246",4
"985",0,"high7.247",4
"986",1,"high7.247",4
"987",1,"high7.247",4
"988",0,"high7.247",4
"989",0,"high7.248",4
"990",1,"high7.248",4
"991",0,"high7.248",4
"992",1,"high7.248",4
"993",1,"high7.249",4
"994",0,"high7.249",4
"995",1,"high7.249",4
"996",0,"high7.249",4
"997",0,"high7.250",4
"998",1,"high7.250",4
"999",1,"high7.250",4
"1000",0,"high7.250",4
